uid,namedLocation,domainID,siteID,plotID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,subtypeSpecification,transectMeter,directionFromTransect,ninetyDegreeDistance,sampleLatitude,sampleLongitude,sampleGeodeticDatum,sampleCoordinateUncertainty,sampleElevation,sampleElevationUncertainty,date,editedDate,individualID,taxonID,scientificName,identificationQualifier,taxonRank,growthForm,vstTag,samplingProtocolVersion,measuredBy,identifiedBy,recordedBy,remarks,dataQF,publicationDate,release
f589c4fe-e7eb-44fe-a675-a220f5fc62ea,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,451,Right,5.1,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06049,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
6c9dac37-2e76-43ee-a6b9-1cad3300b8cf,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,327,Right,5.7,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06061,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
a22ea9ef-77e1-4e42-a156-83bc8551556e,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,344,Right,4,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06053,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
942f116d-b96b-4b84-a613-343f32a0bbda,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,124,Left,7.6,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06081,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",tsavas@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
2eb3cdd0-a95a-4d56-8cae-b4cc8ef31c15,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,70,Right,2.9,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06149,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",mbelovitch@field-ops.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
9fd2744b-e4c9-4a7b-bded-6f3ecccc7f05,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,122,Left,0.5,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06109,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
d7edc6a0-79bf-464e-ae74-22f5ccfa5acc,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,25,Left,2.4,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06131,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,gchapman@neoninc.org,lthompson@field-ops.org,"",,20200511T151109Z,undetermined
53a41d03-a09c-45eb-9509-5c2383907646,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,405,Left,3.4,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06143,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",jcoloso@neoninc.org,shackley@neoninc.org,shackley@neoninc.org,"",,20200511T151109Z,undetermined
498e4a3a-f646-4db8-8eca-86b2c0d52095,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,180,Left,6.3,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06115,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
63258c45-7adb-45c1-a933-9f7d6d2b660f,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,8,Left,1.2,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06134,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,gchapman@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
7f58e28a-0e39-49a1-acc3-0bef1f319d2a,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,347,Right,0.7,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06054,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
bd1a61db-30bb-430e-87f0-2ee0955576ee,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,304,Left,1,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06067,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
5d759562-0d86-4fdf-a1ce-57c0b937a232,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,414,Right,3.9,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06123,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
b990c205-3ae9-437b-ab46-cba95709da37,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,340,Right,2.5,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06056,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
821682e7-75c6-46e5-bcf1-02380cb01c48,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,318,Right,1.9,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06063,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
23ad8770-0d48-4b60-afcc-0f480124b5d8,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,760,Left,2.6,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06090,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
c8dbedd5-2b5c-412b-959f-8714e5a17933,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,649,Right,4.6,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06099,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
1a74d0f3-aebb-44df-a8e8-5a741f672b89,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,521,Right,9.5,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06128,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
892e528c-763d-4c4d-965c-4bed95ea2490,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,481,Right,2,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06145,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,shackley@neoninc.org,shackley@neoninc.org,"",,20200511T151109Z,undetermined
641453e6-1bd6-4f2c-93b4-02a391db356d,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,589,Left,6.8,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06147,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,shackley@neoninc.org,shackley@neoninc.org,"",,20200511T151109Z,undetermined
54bdaea7-1d21-43d4-967b-af282826e2a1,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,341,Right,4.8,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06052,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
fcb4747b-0c3e-41a1-9fc1-1b96f45c83fc,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,19,Right,5.2,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06086,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",tsavas@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
5a325452-3f39-409d-81dd-aaa01437adc4,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,250,Left,2.9,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06078,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",tsavas@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
ef26e8ea-d6eb-41c0-96ba-765581d39eed,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,321,Left,3.4,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06062,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
10a16124-77d3-434e-858b-33b0c5a4550f,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,663,Right,3.4,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06102,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
ba79d5a0-c9c0-439a-8c59-416ce8e98e5d,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,780,Left,2.1,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06088,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
7dd6a53a-c231-40ec-89b6-b50faea1868b,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,421,Right,1.9,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06050,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
6b5f1c90-5d08-47ff-8a0d-bd538892a406,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,711,Right,0.7,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06096,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
b57d2669-f478-40db-89b7-aa6149dd274f,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,752,Right,3,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06091,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
f86b2901-6f91-4a9b-bf23-1db4f29b5bc7,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,311,Right,2.4,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06064,MIVI,Microstegium vimineum (Trin.) A. Camus,,species,Graminoid,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
33b69e4d-dcc8-4f42-9361-d5ba3449c73d,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,334,Left,1.8,,,WGS84,,,,2016-03-17,2016-04-21,NEON.PLA.D02.SCBI.06057,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
66cb76c7-81d4-41ce-b0ad-180306e49ff2,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,231,Left,9,,,WGS84,,,,2016-04-08,2016-05-06,NEON.PLA.D02.SCBI.06079,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",tsavas@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,P2 and P3 leaves affected by frost the past few nights,,20200511T151109Z,undetermined
1595e16d-80c1-439a-952c-075a2773b8f9,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,429,Right,9,,,WGS84,,,,2016-11-15,2017-11-29,NEON.PLA.D02.SCBI.06124,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,NEON.DOC.014040vD,gchapman@neoninc.org,llemmon@field-ops.org,"",no entry,,20200511T151109Z,undetermined
7e0740a4-a028-458f-b7dc-3daf1591564a,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,589,Left,7,,,WGS84,,,,2016-11-15,2017-11-29,NEON.PLA.D02.SCBI.06147,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,NEON.DOC.014040vD,gchapman@neoninc.org,llemmon@field-ops.org,"",no entry,,20200511T151109Z,undetermined
e7364671-e3a3-43b0-b711-ae004809113a,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,25,Left,2.4,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06131,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,gchapman@neoninc.org,lthompson@field-ops.org,"",,20200511T151109Z,undetermined
df401080-8bc1-4e86-8c31-f1f7c0c49458,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,675,Left,5.4,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06133,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,gchapman@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
81990714-0ffb-43bc-b75b-2d316884a803,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,121,Right,7.5,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06138,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,shackley@neoninc.org,shackley@neoninc.org,"",,20200511T151109Z,undetermined
f91a2bc6-0182-462f-a259-199a7bcbc277,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,296,Left,0.8,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06070,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
1309294c-35d5-48a9-9511-a91c0847e982,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,589,Left,6.8,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06147,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,shackley@neoninc.org,shackley@neoninc.org,"",,20200511T151109Z,undetermined
6678e90b-57be-4fd6-ab24-56fa697a615b,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,645,Right,0.8,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06101,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
2eb70e36-e2b7-4d36-9eba-42a4ac3319bc,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,477,Left,1.3,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06125,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
4dbfee91-f702-4219-b926-02b33c36bb9c,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,299,Right,0.5,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06069,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
7dc1b032-eb43-4696-8a1d-2f25177ac1cc,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,715,Right,4,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06148,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,gchapman@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
057b108c-ba35-499a-b471-12e44145bdf7,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,302,Right,2.3,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06066,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
5cdd093b-505f-4dac-90d9-c12038cbe8fe,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,429,Right,8.7,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06124,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
1cdeccbe-3ecb-48fe-a405-50a3306f129b,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,180,Left,6.3,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06115,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
4ab3ca5f-67c6-4403-b17d-84b66fd79f28,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,532,Left,4.6,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06129,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
b7568a2b-2465-4cff-ae9d-d1e9975c0a2b,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,287,Right,0.5,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06075,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
aee8f203-0ad5-4981-9d4e-a677c7378b11,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,493,Left,7.8,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06127,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
06ff830c-392a-4f3b-9f5d-38471dc7359b,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,329,Right,0.5,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06060,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
4075c9c9-983c-4597-ac83-9709b4ed2d26,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,164,Left,0.5,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06114,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
b9fc7d88-99d3-495a-9df0-95fe208d744a,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,295,Left,1,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06071,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
b1d2c898-7f4a-4ba6-8a38-572cbf3da1fb,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,573,Left,4.2,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06146,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,shackley@neoninc.org,shackley@neoninc.org,"",,20200511T151109Z,undetermined
aaea17bd-7719-4951-8aa6-04b9ebf94061,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,405,Left,6.7,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06122,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
ec3aac81-d894-4c62-b6ea-fc05fa64e56d,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,752,Right,10,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06092,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
55896c5b-6527-415d-bb11-82e1362f7381,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,105,Right,7,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06108,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
1f1caf04-6de6-4738-a471-fef149b62917,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,585,Left,6.6,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06132,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,gchapman@neoninc.org,lthompson@field-ops.org,"",,20200511T151109Z,undetermined
42fb462c-71e9-44f0-8407-26e67fbd8e03,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,321,Left,3.4,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06062,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
9373ba85-ed85-49c7-a795-e230cfdeee4c,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,414,Right,3.9,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06123,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
0c33e6a5-6f64-42a4-b569-4f85ea6a72ea,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,663,Right,3.4,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06102,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
11fc3426-bf78-41af-9042-5598d4d97c92,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,760,Left,2.6,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06090,LITU,Liriodendron tulipifera L.,,species,Deciduous broadleaf,,"",gchapman@neoninc.org,tsavas@neoninc.org,jcoloso@neoninc.org,"",,20200511T151109Z,undetermined
a65981ba-ec83-4626-a739-8a52f84e0264,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,780,Right,4.2,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06104,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
2c2f6118-c2c6-47de-b574-e4774d0db623,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,38.890173,-78.139772,,,359.8,,primary,21,Left,0.7,,,WGS84,,,,2016-11-15,2016-12-01,NEON.PLA.D02.SCBI.06105,JUNI,Juglans nigra L.,,species,Deciduous broadleaf,,"",jcoloso@neoninc.org,gchapman@neoninc.org,gchapman@neoninc.org,"",,20200511T151109Z,undetermined
